Valor,,Etiqueta
H0601M,1,Sí
,2,No
H0601N,1,Sí
,2,No
H0601O,1,Sí
,2,No
NOTA7,1,Favor de Continuar
H070101A,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101B,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101C,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101D,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101E,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101F,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101G,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070101H,1,Arroz o maíz en grano
,2,Harina
,3,"Pan (bolillos, teleras, pan de caja, o pan dulce)"
,4,Tortillas
,5,Pasta de cualquier tipo
,6,Cereales de caja
,7,Otros cereales o derivados de cereales  (ESPECIFIQUE)
,9,No tuvo gastos
H070108A,1,"Papas u otros tipos de tubérculos (camote, rábanos, etc)"
,2,Hongos o quelites de cualquier tipo
,3,"Cilantro, Perejil , Epazote o cualquier tipo de hierba de ol"
,4,"Otros tubérculos, quelites  (ESPECIFIQUE)"
,9,No tuvo gastos
H070108B,1,"Papas u otros tipos de tubérculos (camote, rábanos, etc)"
,2,Hongos o quelites de cualquier tipo
,3,"Cilantro, Perejil , Epazote o cualquier tipo de hierba de ol"
,4,"Otros tubérculos, quelites  (ESPECIFIQUE)"
,9,No tuvo gastos
H070108C,1,"Papas u otros tipos de tubérculos (camote, rábanos, etc)"
,2,Hongos o quelites de cualquier tipo
,3,"Cilantro, Perejil , Epazote o cualquier tipo de hierba de ol"
,4,"Otros tubérculos, quelites  (ESPECIFIQUE)"
,9,No tuvo gastos
H070108D,1,"Papas u otros tipos de tubérculos (camote, rábanos, etc)"
,2,Hongos o quelites de cualquier tipo
,3,"Cilantro, Perejil , Epazote o cualquier tipo de hierba de ol"
,4,"Otros tubérculos, quelites  (ESPECIFIQUE)"
,9,No tuvo gastos
H070108E,1,"Papas u otros tipos de tubérculos (camote, rábanos, etc)"
,2,Hongos o quelites de cualquier tipo
,3,"Cilantro, Perejil , Epazote o cualquier tipo de hierba de ol"
,4,"Otros tubérculos, quelites  (ESPECIFIQUE)"
,9,No tuvo gastos
H070112A,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112B,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112C,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112D,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112E,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112F,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112G,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070112H,1,"Frijoles, lentejas, habas o garbanzos"
,2,Chícharos o ejotes
,3,Soya
,4,"Nueces, almendras o cacahuates"
,5,Semillas de cualquier tipo
,6,Otras legumbres  (ESPECIFIQUE)
,7,Otros tipo de nueces o semillas  (ESPECIFIQUE)
,9,No tuvo gastos
H070119A,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119B,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119C,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119D,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119E,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119F,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119G,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119H,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119I,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119J,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119K,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119L,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119M,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119N,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119O,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119P,01,Jitomates
,02,Tomates verdes o tomatillos
,03,Chiles frescos o secos
,04,Lechugas de cualquier tipo
,05,Cebollas o cebollín
,06,Ajo
,07,Pimientos de cualquier tipo
,08,Calabacitas
,09,Zanahorias
,10,Chayotes
,11,Elotes
,12,Pepinos
,13,Jícamas
,14,Coliflor de cualquier tipo o col de cualquier tipo
,15,Espinacas o acelgas
,16,Otras verduras     (ESPECIFIQUE)
,99,No tuvo gastos
H070119Q,0,Jitomates
,1,Chayotes
,9,No tuvo gastos
H070135A,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135B,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135C,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135D,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135E,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135F,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135G,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135H,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135I,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135J,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135K,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135L,01,Manzanas o peras
,02,"Limones, naranjas, mandarinas o limas"
,03,Plátanos
,04,Melones de cualquier tipo
,05,Sandías
,06,Piñas
,07,Mangos
,08,Papayas
,09,"Durazos, nectarinas, tejocotes"
,10,Fresas
,11,Uvas
,12,Aguacates
,13,Otras frutas  (ESPECIFIQUE)
,99,No tuvo gastos
H070135M,0,Manzanas o peras
,1,Fresas
,9,No tuvo gastos
H070135N,0,Manzanas o peras
,1,Fresas
,9,No tuvo gastos
H070148A,1,"Carne roja de cualquier tipo (res, cerdo, etc.)"
,2,"Pollo, pavo, guajolote o cualquier tipo de carne blanca"
,3,Cualquier tipo de pescado
,4,Cualquier tipo de mariscos
,5,"Otro tipo de carnes, pescados o mariscos (ESPECIFIQUE)"
,9,No tuvo gastos
H070148B,1,"Carne roja de cualquier tipo (res, cerdo, etc.)"
,2,"Pollo, pavo, guajolote o cualquier tipo de carne blanca"
,3,Cualquier tipo de pescado
,4,Cualquier tipo de mariscos
,5,"Otro tipo de carnes, pescados o mariscos (ESPECIFIQUE)"
,9,No tuvo gastos
H070148C,1,"Carne roja de cualquier tipo (res, cerdo, etc.)"
,2,"Pollo, pavo, guajolote o cualquier tipo de carne blanca"
,3,Cualquier tipo de pescado
,4,Cualquier tipo de mariscos
,5,"Otro tipo de carnes, pescados o mariscos (ESPECIFIQUE)"
,9,No tuvo gastos
H070148D,1,"Carne roja de cualquier tipo (res, cerdo, etc.)"
,2,"Pollo, pavo, guajolote o cualquier tipo de carne blanca"
,3,Cualquier tipo de pescado
,4,Cualquier tipo de mariscos
,5,"Otro tipo de carnes, pescados o mariscos (ESPECIFIQUE)"
,9,No tuvo gastos
H070148E,1,"Carne roja de cualquier tipo (res, cerdo, etc.)"
,2,"Pollo, pavo, guajolote o cualquier tipo de carne blanca"
,3,Cualquier tipo de pescado
,4,Cualquier tipo de mariscos
,5,"Otro tipo de carnes, pescados o mariscos (ESPECIFIQUE)"
,9,No tuvo gastos
H070153A,1,Huevos
,2,Leche
,3,"lácteos como quesos, cremas o yogur"
,4,Otros productos lácteos   (ESPECIFIQUE)
,9,No tuvo gastos
H070153B,1,Huevos
,2,Leche
,3,"lácteos como quesos, cremas o yogur"
,4,Otros productos lácteos   (ESPECIFIQUE)
,9,No tuvo gastos
H070153C,1,Huevos
,2,Leche
,3,"lácteos como quesos, cremas o yogur"
,4,Otros productos lácteos   (ESPECIFIQUE)
,9,No tuvo gastos
H070153D,1,Huevos
,2,Leche
,3,"lácteos como quesos, cremas o yogur"
,4,Otros productos lácteos   (ESPECIFIQUE)
,9,No tuvo gastos
H070153E,1,Huevos
,2,Leche
,3,"lácteos como quesos, cremas o yogur"
,4,Otros productos lácteos   (ESPECIFIQUE)
,9,No tuvo gastos
H070157A,1,Aceite o manteca para cocinar (de cualquier tipo)
,2,Margarina o mantequilla
,3,Otro tipo de aceites y grasas (ESPECIFIQUE)
,9,No tuvo gastos
H070157B,1,Aceite o manteca para cocinar (de cualquier tipo)
,2,Margarina o mantequilla
,3,Otro tipo de aceites y grasas (ESPECIFIQUE)
,9,No tuvo gastos
H070157C,1,Aceite o manteca para cocinar (de cualquier tipo)
,2,Margarina o mantequilla
,3,Otro tipo de aceites y grasas (ESPECIFIQUE)
,9,No tuvo gastos
H070157D,1,Aceite o manteca para cocinar (de cualquier tipo)
,2,Margarina o mantequilla
,3,Otro tipo de aceites y grasas (ESPECIFIQUE)
,9,No tuvo gastos
H070160A,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160B,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160C,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160D,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160E,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160F,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
,6,Otros endulzantes (ESPECIFIQUE)
,9,No tuvo gastos
H070160G,1,Azúcar refinada o no refinada
,2,"Edulcorantes artificiales (canderel, splenda, stevia, etc.)"
,3,Miel de abeja
,4,"Piloncillo o jarabes de cualquier tipo (maple, miel caro, et"
,5,"Cajeta, leche condesada u otros endulzantes"
