A0312B,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Plan de ejercicio físico?
,3,Come frutas y verduras todos los días?
,4,Otros?
,5,Ninguno.
A0312C,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Plan de ejercicio físico?
,3,Come frutas y verduras todos los días?
,4,Otros?
,5,Ninguno.
A0312D,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Plan de ejercicio físico?
,3,Come frutas y verduras todos los días?
,4,Otros?
,5,Ninguno.
a0313,1,Sí.
,2,No.
,9,No sabe.
a0314,1,Se le olvidó tomar los medicamentos.
,2,Consideró que no lo necesitaba.
,3,Tuvo miedo a la hipoglucemia.
,4,Tuvo temor sobre la seguridad del medicamento.
,5,No le surtieron los medicamentos en la unidad  médica.
,6,No encontró el medicamento en la farmacia.
,7,No tuvo dinero para comprarlo(s).
,8,Otro.
A0315A,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315B,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315C,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315D,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315E,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315F,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315G,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315H,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315I,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315J,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315K,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315L,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315M,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315N,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315O,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315P,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315Q,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315R,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315S,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315T,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315U,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
A0315V,2,Toma una aspirina diaria.
,3,Revisión de pies.
,5,Microalbuminuria (con recolección de orina de 24 horas).
,6,Medición de la presión arterial.
,7,Aplicación de vacuna contra influenza o neumococo
,9,Medición del colesterol y los triglicéridos.
,10,"Toma un medicamento para disminuir la concentración de colesterol (pravastatina atorvastatina, simvastatina, rosuvastatina)."
,11,"Toma un medicamento para el control de su presión arterial (enalapril, captopril, tenormin diurético)."
,12,Dejó de fumar.
,13,Revisión dental.
,14,Recibió educación sobre su enfermedad.
,15,Electrocardiograma.
,17,Acude a algún grupo de ayuda mutua.
,18,Otro.
,19,No realiza ninguna medida preventiva.
,20,Medición de glucosa en sangre capilar en casa
a0316a,1,SI
,2,NO
a0316b,1,SI
,2,NO
a0316c,1,SI
,2,NO
a0316d,1,SI
,2,NO
a0316e,1,SI
,2,NO
a0316f,1,SI
,2,NO
a0316g,1,SI
,2,NO
a0316h,1,SI
,2,NO
a0316i,1,SI
,2,NO
a0316j,1,SI
,2,NO
nota019,1,Favor de continuar
nota020,1,Favor de continuar
a0401,1,SÍ.
,2,"SÍ, durante el embarazo."
,3,NO.
a0404,1,SÍ.
,2,NO.
a0406a,1,SÍ.
,2,NO.
a0407,1,Instituto Mexicano del Seguro Social (IMSS).
,2,IMSS Bienestar (antes Oportunidades).
,3,ISSSTE/ISSSTE Estatal.
,4,Centro de Salud u Hospital de la SSA/Instituto Nacional de S
,5,"PEMEX, Defensa, Marina o DIF."
,6,Consultorios pertenecientes a farmacia/Farmacias con consult
,7,"Atención privada en el domicilio o vía remota, médico de la"
,8,Consultorio en domicilio particular de médico privado.
,9,Otro (especifique).
,10,No sabe / No recuerda.
A0408A,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Realiza algún ejercicio físico.
,3,Disminución en el consumo de sal.
,4,Medicina alternativa.
,5,Ninguno.
A0408B,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Realiza algún ejercicio físico.
,3,Disminución en el consumo de sal.
,4,Medicina alternativa.
,5,Ninguno.
A0408C,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Realiza algún ejercicio físico.
,3,Disminución en el consumo de sal.
,4,Medicina alternativa.
,5,Ninguno.
A0408D,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Realiza algún ejercicio físico.
,3,Disminución en el consumo de sal.
,4,Medicina alternativa.
,5,Ninguno.
A0408E,1,Plan de alimentación (dieta recomendada por personal de salu
,2,Realiza algún ejercicio físico.
,3,Disminución en el consumo de sal.
,4,Medicina alternativa.
,5,Ninguno.
a0409,1,Diario.
,2,Semanal.
,3,Mensual.
,4,Anual.
,5,No se la toman
a0410a,1,SI.
,2,NO.
a0410b,1,SI.
,2,NO.
a0410c,1,SI.
,2,NO.
a0410d,1,SI.
,2,NO.
a0410e,1,SI.
,2,NO.
a0410f,1,SI.
,2,NO.
nota021,1,Favor de continuar
nota037,1,Favor de continuar
a0502a,1,SÍ.
,2,NO.
a0502b,1,SÍ.
,2,NO.
a0502c,1,SÍ.
,2,NO.
a0502d,1,SÍ.
,2,NO.
nota022,1,Favor de continuar
nota023,1,Favor de continuar
a0601a,1,SI.
,2,NO.
a0601b,1,SI.
,2,NO.
a0601c,1,SI.
,2,NO.
a0603,1,SÍ.
,2,NO.
,9,No sabe.
a0604,1,SI.
,2,NO.
A0605A,1,"Medicamento como, pravastatina, atorvastatina, simvastatina,"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0605B,1,"Medicamento como, pravastatina, atorvastatina, simvastatina,"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0605C,1,"Medicamento como, pravastatina, atorvastatina, simvastatina,"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0605D,1,"Medicamento como, pravastatina, atorvastatina, simvastatina,"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
a0606,1,SI.
,2,NO.
A0607A1,1,"Medicamento como, bezafibrato, fenofibrato, gemfibrozil, cip"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0607B,1,"Medicamento como, bezafibrato, fenofibrato, gemfibrozil, cip"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0607C,1,"Medicamento como, bezafibrato, fenofibrato, gemfibrozil, cip"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
A0607D,1,"Medicamento como, bezafibrato, fenofibrato, gemfibrozil, cip"
,2,Dieta.
,3,Aumento de actividad física.
,4,Medicina Alternativa
,5,Ninguna.
nota024,1,Favor de continuar
nota025,1,Favor de continuar
a07her,1,SI
,2,NO
a0701p,1,SI.
,2,NO.
,9,NO SABE.
a0702p,1,SI.
,2,NO.
,9,NO SABE.
a0703p,1,SI.
,2,NO.
,9,NO SABE.
a0704p,1,<50.
,2,>=50.
,9,NO SABE.
a0701m,1,SI.
,2,NO.
,9,NO SABE.
a0702m,1,SI.
,2,NO.
,9,NO SABE.
a0703m,1,SI.
,2,NO.
,9,NO SABE.
a0704m,1,<50.
,2,>=50.
,9,NO SABE.
a0701h,1,SI.
,2,NO.
,9,NO SABE.
a0702h,1,SI.
,2,NO.
,9,NO SABE.
a0703h,1,SI.
,2,NO.
,9,NO SABE.
a0704h,1,<50.
,2,>=50.
,9,NO SABE.
nota026,1,Favor de continuar
nota027,1,Favor de continuar
A0803A,1,Condón o preservativo masculino.
,2,Condón femenino.
,3,Pastillas de anticoncepción de emergencia o del día siguiente.
,4,Pastillas o píldoras.
,5,Inyecciones.
