,Label,index_20,index_21,index_22
461,cuando (usted/nombre) presentó síntomas ¿cómo se cuidó a sí mismo/cómo lo cuidaron?,133.0,,
462,cuando (usted/nombre) presentó síntomas ¿cómo se cuidó a sí mismo/cómo lo cuidaron?,134.0,,
463,cuando (usted/nombre) presentó síntomas ¿cómo se cuidó a sí mismo/cómo lo cuidaron?,135.0,,
464,"cuando (usted/nombre) presentó síntomas, ¿buscó atención médica?",137.0,,
465,¿por qué motivo no buscó atención médica?,138.0,158.0,
466,¿por qué motivo no buscó atención médica?,138.0,159.0,
467,¿por qué motivo no buscó atención médica?,138.0,160.0,
468,¿por qué motivo no buscó atención médica?,138.0,161.0,
469,¿por qué motivo no buscó atención médica?,138.0,162.0,
470,¿por qué motivo no buscó atención médica?,138.0,163.0,
471,¿por qué motivo no buscó atención médica?,138.0,164.0,
472,¿por qué motivo no buscó atención médica?,138.0,165.0,
473,¿por qué motivo no buscó atención médica?,138.0,166.0,
474,¿por qué motivo no buscó atención médica?,138.0,167.0,
475,¿por qué motivo no buscó atención médica?,138.0,168.0,
476,¿por qué motivo no buscó atención médica?,138.0,169.0,
477,¿por qué motivo no buscó atención médica?,138.0,170.0,
478,¿por qué motivo no buscó atención médica?,138.0,171.0,
479,¿por qué motivo no buscó atención médica?,139.0,158.0,
480,¿por qué motivo no buscó atención médica?,139.0,159.0,
481,¿por qué motivo no buscó atención médica?,139.0,160.0,
482,¿por qué motivo no buscó atención médica?,139.0,161.0,
483,¿por qué motivo no buscó atención médica?,139.0,162.0,
484,¿por qué motivo no buscó atención médica?,139.0,163.0,
485,¿por qué motivo no buscó atención médica?,139.0,164.0,
486,¿por qué motivo no buscó atención médica?,139.0,165.0,
487,¿por qué motivo no buscó atención médica?,139.0,166.0,
488,¿por qué motivo no buscó atención médica?,139.0,167.0,
489,¿por qué motivo no buscó atención médica?,139.0,168.0,
490,¿por qué motivo no buscó atención médica?,139.0,169.0,
491,¿por qué motivo no buscó atención médica?,139.0,170.0,
492,¿por qué motivo no buscó atención médica?,139.0,171.0,
493,¿por qué motivo no buscó atención médica?,140.0,158.0,
494,¿por qué motivo no buscó atención médica?,140.0,159.0,
495,¿por qué motivo no buscó atención médica?,140.0,160.0,
496,¿por qué motivo no buscó atención médica?,140.0,161.0,
497,¿por qué motivo no buscó atención médica?,140.0,162.0,
498,¿por qué motivo no buscó atención médica?,140.0,163.0,
499,¿por qué motivo no buscó atención médica?,140.0,164.0,
500,¿por qué motivo no buscó atención médica?,140.0,165.0,
501,¿por qué motivo no buscó atención médica?,140.0,166.0,
502,¿por qué motivo no buscó atención médica?,140.0,167.0,
503,¿por qué motivo no buscó atención médica?,140.0,168.0,
504,¿por qué motivo no buscó atención médica?,140.0,169.0,
505,¿por qué motivo no buscó atención médica?,140.0,170.0,
506,¿por qué motivo no buscó atención médica?,140.0,171.0,
507,¿por qué motivo no buscó atención médica?,141.0,158.0,
508,¿por qué motivo no buscó atención médica?,141.0,159.0,
509,¿por qué motivo no buscó atención médica?,141.0,160.0,
510,¿por qué motivo no buscó atención médica?,141.0,161.0,
511,¿por qué motivo no buscó atención médica?,141.0,162.0,
512,¿por qué motivo no buscó atención médica?,141.0,163.0,
513,¿por qué motivo no buscó atención médica?,141.0,164.0,
514,¿por qué motivo no buscó atención médica?,141.0,165.0,
515,¿por qué motivo no buscó atención médica?,141.0,166.0,
516,¿por qué motivo no buscó atención médica?,141.0,167.0,
517,¿por qué motivo no buscó atención médica?,141.0,168.0,
518,¿por qué motivo no buscó atención médica?,141.0,169.0,
519,¿por qué motivo no buscó atención médica?,141.0,170.0,
520,¿por qué motivo no buscó atención médica?,141.0,171.0,
521,¿por qué motivo no buscó atención médica?,142.0,158.0,
522,¿por qué motivo no buscó atención médica?,142.0,159.0,
523,¿por qué motivo no buscó atención médica?,142.0,160.0,
524,¿por qué motivo no buscó atención médica?,142.0,161.0,
525,¿por qué motivo no buscó atención médica?,142.0,162.0,
526,¿por qué motivo no buscó atención médica?,142.0,163.0,
527,¿por qué motivo no buscó atención médica?,142.0,164.0,
528,¿por qué motivo no buscó atención médica?,142.0,165.0,
529,¿por qué motivo no buscó atención médica?,142.0,166.0,
530,¿por qué motivo no buscó atención médica?,142.0,167.0,
531,¿por qué motivo no buscó atención médica?,142.0,168.0,
532,¿por qué motivo no buscó atención médica?,142.0,169.0,
533,¿por qué motivo no buscó atención médica?,142.0,170.0,
534,¿por qué motivo no buscó atención médica?,142.0,171.0,
535,¿por qué motivo no buscó atención médica?,143.0,158.0,
536,¿por qué motivo no buscó atención médica?,143.0,159.0,
537,¿por qué motivo no buscó atención médica?,143.0,160.0,
538,¿por qué motivo no buscó atención médica?,143.0,161.0,
539,¿por qué motivo no buscó atención médica?,143.0,162.0,
540,¿por qué motivo no buscó atención médica?,143.0,163.0,
541,¿por qué motivo no buscó atención médica?,143.0,164.0,
542,¿por qué motivo no buscó atención médica?,143.0,165.0,
543,¿por qué motivo no buscó atención médica?,143.0,166.0,
544,¿por qué motivo no buscó atención médica?,143.0,167.0,
545,¿por qué motivo no buscó atención médica?,143.0,168.0,
546,¿por qué motivo no buscó atención médica?,143.0,169.0,
547,¿por qué motivo no buscó atención médica?,143.0,170.0,
548,¿por qué motivo no buscó atención médica?,143.0,171.0,
549,¿por qué motivo no buscó atención médica?,144.0,158.0,
550,¿por qué motivo no buscó atención médica?,144.0,159.0,
551,¿por qué motivo no buscó atención médica?,144.0,160.0,
552,¿por qué motivo no buscó atención médica?,144.0,161.0,
553,¿por qué motivo no buscó atención médica?,144.0,162.0,
554,¿por qué motivo no buscó atención médica?,144.0,163.0,
555,¿por qué motivo no buscó atención médica?,144.0,164.0,
556,¿por qué motivo no buscó atención médica?,144.0,165.0,
557,¿por qué motivo no buscó atención médica?,144.0,166.0,
558,¿por qué motivo no buscó atención médica?,144.0,167.0,
559,¿por qué motivo no buscó atención médica?,144.0,168.0,
560,¿por qué motivo no buscó atención médica?,144.0,169.0,
561,¿por qué motivo no buscó atención médica?,144.0,170.0,
562,¿por qué motivo no buscó atención médica?,144.0,171.0,
563,¿por qué motivo no buscó atención médica?,145.0,158.0,
564,¿por qué motivo no buscó atención médica?,145.0,159.0,
565,¿por qué motivo no buscó atención médica?,145.0,160.0,
566,¿por qué motivo no buscó atención médica?,145.0,161.0,
567,¿por qué motivo no buscó atención médica?,145.0,162.0,
568,¿por qué motivo no buscó atención médica?,145.0,163.0,
569,¿por qué motivo no buscó atención médica?,145.0,164.0,
570,¿por qué motivo no buscó atención médica?,145.0,165.0,
